id_idrecco,Status_2022,project_name,secondary_name,country name,last_full_update_yr,area,starting_year,ending_year,duration,project_description,project_objective1,project_objective2,project_objective3,deforestation_driver,forest_type,project_type,dominant_type,precision_ar_type,protected_area,pa_name,pa_size,pa_proportion,country,FPIC,participatory_approach,location_details,legal_tenure,customary_use,contested,carbon_general_ND,carbon_credits_ND,financing_ND,communities_ND,Longitude,Latitude,Multiple locations,Region,jurisdiction_level1,jurisdiction_level2,crediting_period,er_period_calculation,annual_carbon_credits,total_carbon_credits,emission_reduction_buffer,emission_reduction_net,emission_reduction_gross,emission_leakage,other_emission,leakage_yesno,leakage_belt_perc,carbon_pool,carbon_pool_other,gas_type,gas_type_other,ref_period_start,ref_period_end,additionality_analyses,standard_1,is_certified_1,validation_date_1,standard_report_1,date_expired_1,standard_2,is_certified_2,validation_date_2,standard_report_2,date_expired_2,standard_3,is_certified_3,validation_date_3,standard_report_3,date_expired_3,source_2020,source_2022,monetary_benefit_yn,monetary_benefit_type,monetary_benefit_detail,Direct cash (y/n),employment_yn,employment_amount,non_cash_benefits_yn,non_cash_benefits_describe,economic_activities_list,economic_activities_details,tenure_yn,tenure_describe,education_yn,education_describe,restriction_yn,restriction_describe,enhancement_yn,enhancement_describe,infrastructure_yn,infrastructure_describe,wellbeing_yn
111,Ended,REDD+ pilot project in the Selva el Ocote Biosphere Reserve,Reserva de la Biósfera Selva el Ocote. REBISO,Mexico,2020,4340,2009,ND,ND,"Phase 1 and 2 of the project were completed in 2011 and involved the project design and local capacity building to strengthen the local REDD+ strategy. Three ejidos in the Ocozocoautla de Espinosa; Veinte Casas. Nuevo San Juan Chamula and Tierra Nueva. are involved in the pilot project. 
Phase 3 of the project intends to improve the capacity of local communitites to generate REDD+ credits and participate in environmental markets.",participatory forest management,climate,social development,ND,ND,REDD,REDD,NA,yes,Selva el Ocote Biosphere Reserve,40400,ND,1a,yes,yes,Chiapas. Coordinates set for approx. center of Selva Ocote Biosphere Reserve which the project resides in,communities,communities,no,few data or bad quality,ND,good data,few data or bad quality,-92.740271,15.870981,No,South America,State : Chiapas,Municipality : Jaltenango de la Paz,ND,,,ND,0,249946,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Plan vivo,not certified,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://theredddesk.org/countries/initiatives/redd-pilot-project-selva-el-ocote-biosphere-reserve (authorization is needed to access the website);
https://pdf.usaid.gov/pdf_docs/PA00J88M.pdf;
http://ambio.org.mx/","2010 USAID report mentioning program: https://pdf.usaid.gov/pdf_docs/PDACR720.pdf; Accessed Jun 2023
2014 GEF PIF for project: https://www.conservation.org/docs/default-source/gef-documents/ambio/5751-ambio-pif-140307.pdf?sfvrsn=e61fff99_2; Accessed Jun 2023
2015 GEF Prodoc mentioning REDD+ project ended in 2013 (p.12): https://www.conservation.org/docs/default-source/gef-documents/ambio/5751-ambio-prodoc-150609.pdf?sfvrsn=132f817a_2; Accessed Jun 2023
2022 UNDP website: https://www.undp.org/es/mexico/historias/reserva-de-la-biosfera-selva-el-ocote-comunidades-impulsan-soluciones-locales-para-crear-resiliencia-ante-el-cambio-climatico
Proponent website: http://ambio.org.mx/; Accessible Jun 2023

http://theredddesk.org/countries/initiatives/redd-pilot-project-selva-el-ocote-biosphere-reserve (Not accessible Sep 2022);",ND,ND,ND,ND,ND,ND,Yes,workshops were carried out,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,No,Check,Yes
289,Ended,Sierra Gorda Biodiversity Carbon,Sierra Gorda Biodiverse Carbon,Mexico,2020,23586,ND,2021,10,This project involves the regeneration of natural forests with high conservation values. In exchange for environmental service payments. the owners of these forests commit to forest fire prevention and the cessation of livestock grazing in forests. logging and timber extraction. hunting and extraction of flora. These changes will result in the regeneration of forests and therefore the capture of more carbon dioxide.,biodiversity conservation,return on investment,climate,cattle grazing. fire. industrial wood exploitation,other,REDD,REDD,NA,yes,Sierra Gorda Biosphere Reserve,ND,ND,6,ND,ND,Jalpan de Serra. QUE Mexico. Coordinates set for Jalpan de Serra. not precise location of project,private,private,ND,ND,good data,good data,few data or bad quality,-99.471435,21.219031,No,South America,"State : Querétaro 
State : Querétaro",Municipality : Jalpan de Serra,ND,,,100134,100134,100134,ND,ND,ND,yes,ND,Below ground biomass | Other,Above ground woody,ND,ND,ND,ND,Barrier analysis,none,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.forestcarbonportal.com/project/sierra-gorda-biodiversity-carbon;
http://www.carbonneutralplanet.org/projects.php;
http://sierragorda.net/reserva-de-la-biosfera-sierra-gorda/;
http://vivasierragorda.wordpress.com/tag/carbon-offset/;","http://www.forestcarbonportal.com/project/sierra-gorda-biodiversity-carbon;
http://www.carbonneutralplanet.org/projects.php;
http://sierragorda.net/reserva-de-la-biosfera-sierra-gorda/;
http://vivasierragorda.wordpress.com/tag/carbon-offset/;",Check,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
405,Ended,Sofala Community Carbon Project,N'hambita Community Carbon Project (former name),Mozambique,2020,11744,ND,2018,15,The Sofala Community Carbon Project (the Project) is developing sustainable land use and rural development activities in communities around and within the buffer zones of Gorongosa and Marromeu National Parks both in central Mozambique. to improve rural livelihoods. habitat restoration. forest management and conservation of biodiversity. The project is designed to both restore land degraded through shifting cultivation and reduce pressure on remaining woodland through the planting of nitrogen fixing trees to enrich the soil. The project is also generating verified emission reductions (VERs). The project is a flag-ship Plan Vivo project and has been operating under the Plan Vivo Standard since its inception. The Project is split into two sites. the Gorongosa and Zambezi Delta project sites. Both sites include a large number of rural smallholders. and promotes the adoption of sustainable land use management. Individual smallholders can choose to adopt mitigation activities from a menu of 9 different land use systems: homestead planting. Faidherbia dispersed interplanting. Gliricidia dispersed interplanting. non-burning of agri-residues. field boundary planting. mango orchard growing. cashew orchard growing. woodlot creation and finally REDD. (seven agro-forestry. one agricultural and one forestry). For each system that a producer decides to adopt. a contract is established between him or her and the project developer which includes a carbon calculator derived from the technical specification. The project developer provides guidance on how to adopt the system and monitors implementation thereby providing a basis for carbon payments. The approach of the project is programmatic and aggregates many carbon producers activities on individually managed land under one project umbrella. REDD management areas can be either wooded community areas or woodland owned by an individual community member. they do not have to have contiguous borders. The smallest REDD area is 2ha. the largest is 5.249 ha.,development. social development,biodiversity conservation,climate,charcoal production. fire. industrial wood exploitation. local livelihoods. slash and burn agriculture,dry|humid,ARR|REDD,REDD,agroforestry,yes,Inhamitanga Forest Reserve (nationally protected),1714,14.60%,ND,yes,yes,Around and within the buffer zones of Gorongosa and Marromeu National Parks. in Sofala Province. central Mozambique. 2 plots. coordinates set for Zambezi Delta,private and communities,private and communities,no,good data,good data,good data,good data,35.783214,-18.284722,Yes,Africa,Province : Sofala,District: Gorongosa,2002-2009,,,1111576,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Plan vivo,certified,39083,http://www.planvivo.org/project-network/sofala-mozambique/,42248,CCB,expired,40422,http://www.climate-standards.org/2009/10/28/sofala-community-carbon-project/,42248,none,ND,ND,ND,ND,"http://www.planvivo.org/projects/registeredprojects/sofala-community-carbon-mozambique/;

http://www.climate-standards.org/2009/10/28/sofala-community-carbon-project/ ;

http://www.forestcarbonportal.com/project/nhambita-community-carbon-project ;

http://www.envirotrade.co.uk/html/projects.php ;

http://www.envirotrade.co.uk/html/projects_gorongosa.php ;

http://www.envirotrade.co.uk/html/projects_zambezi.php ;

http://mer.markit.com/br-reg/public/project.jsp?project_id=100000000000169 ;","http://www.planvivo.org/projects/registeredprojects/sofala-community-carbon-mozambique/;

http://www.climate-standards.org/2009/10/28/sofala-community-carbon-project/ ;

http://www.forestcarbonportal.com/project/nhambita-community-carbon-project ;

http://www.envirotrade.co.uk/html/projects.php ;

http://www.envirotrade.co.uk/html/projects_gorongosa.php ;

http://www.envirotrade.co.uk/html/projects_zambezi.php ;

http://mer.markit.com/br-reg/public/project.jsp?project_id=100000000000169 ;",Yes,Conditional,Funding to community-managed trust fund per hectare of land protected |  Financing both up-front for activity implementation and ex-post from offsett sales |  Farmers paid $4.46/tCO2e over 7 years for agroforestry (at least 1/3 of total offsett revenues) | ,ND,Yes,0-20,Yes,Training & equipment for microenterprises | ,agriculture | agroforestry | microenterprise | processing and commercialization,Agroforestry is among primary interventions of project |  Micro-businesses such as bee keeping. carpentry. sustainable saw mill. nurseries. and drip-irrigated vegetable gardening |  Sesame promotion programme and sesame oil press,No,Tenure clarification not mentioned,Yes,Environmental education,No,Check,Yes,Tree planting,Yes,Improved infrastructure. health and 3 schools built using carbon revenues | ,Yes
598,Ended,Design and setting up of a governance and payment system for Nepal’s Community Forest Management under Reduced Emission from Deforestation and Degradation (REDD),,Nepal,2020,10364,ND,2013,4,"The main goal of the project is to set up a national demonstrational governance and payment system for emission reduction through sustainable forest management which benefits local communities and indigenous people.
To achieve this goal. the pilot project will:
- Strengthen the capacity of civil society actors in Nepal to ensure their engagement in national REDD-strategies planning;
- Facilitate the establishment a sustainable and equitable Forest Carbon Trust Fund;
- Develop REDD strategies that can effectively and efficiently monitor carbon flux;
- Act as a model to pave the way for new practices in Nepal and to potentially upscale the REDD payment mechanism in post 2012 period.",influence national policy,participatory forest management,climate,ND,humid,REDD,REDD,NA,no,NA,NA,NA,NA,ND,yes,Three watershed areas: Kayarkhola (Chitwan district). Charnawati (Dolakha district) and Ludikhola (Gorkha district),state and communities,communities,ND,ND,ND,good data,good data,ND,ND,Non,Asia,Provinces : Bagmati Pradesh and Gandaki Pradesh,District : Chitwan. Dolakha and Gorkha,ND,,,ND,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.forestcarbonportal.com/project/design-and-setting-governance-and-payment-system-nepal%E2%80%99s-community-forest-management-under-r;

http://mofsc-redd.gov.np/wp-content/uploads/2013/11/REDD-plus-piloting-Report.pdf;

http://www.ansab.org/publication/community-based-redd-pilot-program-in-nepal-incentive-for-climate-change-mitigation-and-forest-conservation-measures/","http://www.forestcarbonportal.com/project/design-and-setting-governance-and-payment-system-nepal%E2%80%99s-community-forest-management-under-r;

http://mofsc-redd.gov.np/wp-content/uploads/2013/11/REDD-plus-piloting-Report.pdf;

http://www.ansab.org/publication/community-based-redd-pilot-program-in-nepal-incentive-for-climate-change-mitigation-and-forest-conservation-measures/",Check,Unclear,Payment through the Forest Carbon Trust Fund. who was funded by NORAD grant.,ND,Yes,ND,Yes,Training. capacity buidling activities on REDD+. carbon monitoring and sustainable forestry.,agriculture | other,Alternative activities (biogas. fire prevention. controlled grazing and fodder development measures),ND,ND,Yes,capacity buidling activities on REDD+,ND,ND,ND,ND,ND,ND,ND
124,Ended,Return to Forest: Mitigating Climate Change through the Restoration and Conservation of Endangered Forest Ecosystems,Return to Forest,Nicaragua,2020,406,2008,2048,40,"In this project. communities and landowners (mostly cattle ranchers) carry out tree planting using nearly 70 different native tree species on former forest lands that have been cleared over the years for cattle ranching - one of the most common. but increasingly unsustainable and unprofitable land uses in the region.
Through replanting. the project will regenerate dry and most tropical forests and increase forest connectivity. enabling the restoration of biological corridors . The project also keeps the needs of the local people at heart.
The Return to Forest Project will mitigate climate change while restoring threatened forest ecosystems and increasing the sustainability of local communities and their resilience to climate change.
The project will use reforestation and other restoration measures to restore 406 hectares of abandoned cattle pasture to native forests over a forty year period. All reforestation will take place on private lands previously dedicated to extensive cattle grazing.",biodiversity conservation,social development,climate,industrial agriculture or cattle ranching. local livelihoods,dry|humid,ARR,ARR,ecosystem restoration. plantation,yes,Two of eight project sites are small. privately owned protected areas. and lie within the buffer zones of two national protected areas (La Flor Wildlife Refuge and Mombacho Reserve),116,28%,ND,no,yes,Eight project sites in three municipalities (Cárdenas. San Juan del Sur. and Nandaime) of Rivas and Grenada provinces in Southwestern Nicaragua. Coordinates set for approx. center of plot according to PDD,private,private,no,good data,ND,good data,good data,-84.409167,11.27978,No,South America,Department : Rivas and Grenada,Municipality : Cárdenas. San Juan del Sur. and Nandaime,2008-2048,,,170567,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,ND,ND,ND,ND,CCB,expired,39549,http://www.climate-standards.org/2007/12/12/return-to-forest-nicaragua/,ND,none,ND,ND,ND,ND,"http://www.climate-standards.org/2007/12/12/return-to-forest-nicaragua/ ;

http://www.forestcarbonportal.com/project/return-forest-mitigating-climate-change-through-restoration-and-conservation-endangered-fore ;

https://s3.amazonaws.com/CCBA/Projects/Return_to_Forest_Nicaragua/Return_to_Forest_Paso_Pacifico_Nicaragua_031808.pdf;

https://s3.amazonaws.com/CCBA/Projects/Return_to_Forest_Nicaragua/Paso_Pacifico_Rainforest_Alliance_CCBA_Validation_Audit_Report_08.pdf;","Accessed Sep 2022
https://s3.amazonaws.com/CCBA/Projects/Return_to_Forest_Nicaragua/Return_to_Forest_Paso_Pacifico_Nicaragua_031808.pdf;
https://s3.amazonaws.com/CCBA/Projects/Return_to_Forest_Nicaragua/Paso_Pacifico_Rainforest_Alliance_CCBA_Validation_Audit_Report_08.pdf
http://www.climate-standards.org/2007/12/12/return-to-forest-nicaragua/ ;
Blog 2018 on Paso Pacifico: https://www.noozhawk.com/paso_pacifico_launches_million_tree_campaign_to_combat_climate_change/

Not accessible by Sep 2022:
http://www.forestcarbonportal.com/project/return-forest-mitigating-climate-change-through-restoration-and-conservation-endangered-fore ;",Check,Conditional,payments for eco-system services (particularly through Nicaraguan Water Law): under discussion! Paso Pacifico subsidized the cost of the reforestation. but landowners contributed their land. time. workers. and funding for planting.,ND,Yes,ND,Yes,training park rangers |  community members received training on seed care. germination. and the care of nursery plants.,agriculture | ecotourism | microenterprise | tree planting,hiring park rangers | micro-enterprise through small-scale eco-tourism (trails. hiking. horse back riding) | employment opportunities for forest management and reforestation activities |  Community tree nurseries |  alternative agriculture (citrus.cacao.hibiscus),Yes,For each of the project sites. Paso Pacifico conducted interviews with landowners and neighboring community members to determine historical land use.,Yes,Paso Pacifico expects to disseminate lessons learned through various avenues. targeting local communities. Paso Pacifico has environmental education programs.,Yes,project sites will be established as private protected areas and local people will eventually be hired to patrol these areas to protect the forests from poachers and arsonists (oftentimes people using fire to harvest honey or iguanas). Hunters will not be allowed access to private farms and lands where landowners are looking to protect their wildlife.,Yes,reforestation activities (tree nurseries. planting) and forest management and through future tourism and conservation activities. Management of seeds. community nurseries. and planting activities is done with the supervision of Nicaraguan foresters and with the consultation of a professional reforestation expert and Paso Pacifico staff who have expertise in forest ecology,No,Check,Yes
128,Ended,Panama Canal Authority Sustainable Forest Cover Establishment Project,ACP Sustainable Forest Cover Establishment Project,Panama,2020,10000,2007,2026,20,"The Panama Canal Authority is developing a carbon sequestration project that includes reforestation of native species. agroforestry and silvo-pasture activities to restore 10000 hectares of pasture to improve the environmental and livelihood conditions from the region and protect the main watersheds that supply water to the Panama Channel.
The activities and targets under the project are reforestation with commercial and native species (3.445 ha). and the establishment of agroforestry systems (4.147 ha) and silvo-pastoral systems (2.408 ha); all components cover the whole range of operations from nursery establishment and seedling production to planting and maintaining the seedlings. It is expected that all project activities improve ecosystems services and provide an income source alternative to incomes from unsustainable use of forest patches. So far. 3.057 ha of reforestation. agroforestry and silvo-pastoral systems have been established in the project area.",biodiversity conservation,social development,timber production,charcoal production. energy wood. fire. illegal logging. industrial agriculture or cattle ranching. industrial wood exploitation. infrastructure. local livelihoods. slash and burn agriculture,humid,ARR,ARR,agroforestry. ecosystem restoration. plantation,ND,NA,NA,NA,NA,yes,yes,Panama Canal Watershed. Panama (20 km from Panama City). Coordinates for rough approx. center of all plots according to PDD,state,communities,yes,good data,ND,good data,good data,-79.85,9.15,Yes,South America,Province : Panama,City : Panama,2007-2026,,,931323,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,ND,ND,ND,42814,CCB,expired,40988,http://www.climate-standards.org/2011/06/08/panama-canal-authority-sustainable-forest-cover-establishment-project/,42814,none,ND,ND,ND,ND,"http://www.climate-standards.org/2011/06/08/panama-canal-authority-sustainable-forest-cover-establishment-project/;

http://www.carbonfix.info/ACP/;

https://s3.amazonaws.com/CCBA/Projects/Panama_Canal_Authority_Sustainable_Forest_Cover_Establishment_Project/2011-01-17_+PDD_PCA_(Final)%5B1%5D.pdf;","http://www.climate-standards.org/2011/06/08/panama-canal-authority-sustainable-forest-cover-establishment-project/;

http://www.carbonfix.info/ACP/;

https://s3.amazonaws.com/CCBA/Projects/Panama_Canal_Authority_Sustainable_Forest_Cover_Establishment_Project/2011-01-17_+PDD_PCA_(Final)%5B1%5D.pdf;",Yes,Conditional,ACP makes annual economic incentive payments to communities to cover the costs of forest establishment and maintenance,ND,Yes,ND,Yes,Trainings have been provided in the field of financial management. technical skills. livelihood alternatives. and benefits of forests |  Implement a health and protection control system |  ACP provides agroforestry supplies such as seedlings and fertilizer,agroforestry | economic interest groups | microenterprise | plantation forestry | tree planting,Job opportunities |  establishment of tree nurseries |  establishment of forest/agroforestry/silvo-pastoral systems |  training in cooperative management and enterprise development,Yes,Land tenure is currently secured for the project development due to the PIEA program. Before the beginning of the project there are a lot of problems with the land tenure. for instance. in the western side of the PCW only 8% of its 35.000 inhabitants had a land title.,Yes,education communication activities in order to show the benefits to the local communities of well maintained forests covers can provide for improve watershed protection but also that reforestation. agroforestry and silvo-pastoral systems revenue can contribute to enhancing livelihood. with their own families and their local communities as direct beneficiaries.,Yes,the project will help to reduce the trend towards illegal logging as well as use of fuelwood and charcoal from natural forest. the PCW is under some kind of protection. such as being maintained as a national park. Almost 69% of the remaining forests are in protected areas.,Yes,forests establishment and ensured growth of seedlings in reforestation (3.445 ha),No,Check,Yes
131,ended,Reforestation Project Using Paulownia for Carbon Sequestration,Commercial Reforestation with Paulownia and Carbon Dioxide Capture,Panama,2020,800,2011,2051,40,This project seeks to reforest degrading lands by designing a commercially-viable forestry operation using the plant species Paulownia in an area of the Bayano River basin that is severely deforested and has degrading soils due to the effects of subsistence agriculture and cattle ranching. The project aims to  provide an alternative to destructive land-use activities like cattle-farming by establishing a sustainable forestry practice in which tree harvesting occurs in cycles to ensure that carbon stocks are well maintained.,timber production,biodiversity conservation,climate,illegal logging. industrial agriculture or cattle ranching,ND,ARR,ARR,plantation,no,NA,NA,NA,NA,no,ND,Chepo District - El Llano. Approx. coordinates set for the marker on the FCP webpage,private,private,ND,good data,ND,few data or bad quality,ND,-78.558222,8.172686,No,South America,Province : Panama,District : Chepo,2011-2051,,,3724271,0,2079430,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,VCS,ND,40725,https://www.rainforest-alliance.org/business/sites/default/files/climate_project/Sustainable-capital-group-audit-report.pdf,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.forestcarbonportal.com/project/reforestation-project-using-paulownia-carbon-sequestration-0;

http://www.forestcarbonportal.com/project/Commercial-Reforestation-with-Paulownia-and-Carbon-Dioxide-Capture

http://www.scgpanama.com/news/sustainable-capital-group-panama-featured-forest-carbon-portal-11 (not accessible as of august. 2014);

http://www.rainforest-alliance.org/climate/projects/paulownia (not accessible as of September 2020);","https://www.forest-trends.org/project-list/

http://www.scgpanama.com/news/sustainable-capital-group-panama-featured-forest-carbon-portal-11 (not accessible as of august. 2014);

http://www.rainforest-alliance.org/climate/projects/paulownia (not accessible as of September 2020);",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
553,Ended,Kamula Doso Improved Forest Management Carbon Project,,Papua New Guinea,2020,791200,ND,2090,80,"The overall goal of the Kamula Doso Improved Forest Management Project is to improve natural resource based livelihoods by preventing logging in the Kamula Doso project zone through development of a carbon finance revenue stream.
This goal is underpinned by two high-order objectives:
1. The environmental objective of avoiding large-scale greenhouse gas emissions from deforestation from the commercial timber harvest of Kamula Doso (approximately 37 million tCO2-e of GHG emissions avoided over the next 40 years.); and
2. The development objective of improving the livelihoods of the Kamula Doso people.
Project sub-objectives include:
1. Ensuring that the forest will remain an important biodiversity “reservoir;” and
2. Enhancing local capacities in natural resource and community management.",climate,social development,biodiversity conservation,illegal logging. industrial wood exploitation,humid,IFM,IFM,NA,no,NA,NA,NA,NA,ND,yes,60 km from Balimo. the largest settlement within the Middle Fly District. Coordinates pulled from PDD,communities,communities,yes,good data,ND,few data or bad quality,good data,142.5583,-6.15,No,Asia,Province: Western,District : Middle Fly,2010-2050,,,192772381,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,ND,ND,ND,41443,CCB,withdrawn,ND,http://www.climate-standards.org/2010/06/29/kamula-doso-improved-forest-management-carbon-project/,41443,none,ND,ND,ND,ND,"http://www.climate-standards.org/?s=kamula+doso ;

http://www.forestcarbonportal.com/project/kamula-doso-improved-forest-management-carbon-project ;

https://s3.amazonaws.com/CCBA/Projects/Kamula_Doso_Improved_Forest_Management_Carbon_Project/KamulaDosoComments_Final_Part_4.pdf ;

http://www.redd-monitor.org/2010/09/14/redd-projects-in-papua-new-guinea-legally-untenable/;

http://www.redd-monitor.org/2010/01/15/redd-and-violence-against-indigenous-leader-in-papua-new-guinea/ ;

http://www.redd-monitor.org/2009/09/29/more-bad-news-from-papua-new-guinea/ ;

http://www.redd-monitor.org/2009/09/11/more-questions-than-answers-on-carbon-trading-in-png/ ;

http://forestryanddevelopment.com/site/2011/03/04/kamula-doso-carbon-deal-terminated/","http://www.climate-standards.org/?s=kamula+doso ;

http://www.forestcarbonportal.com/project/kamula-doso-improved-forest-management-carbon-project ;

https://s3.amazonaws.com/CCBA/Projects/Kamula_Doso_Improved_Forest_Management_Carbon_Project/KamulaDosoComments_Final_Part_4.pdf ;

http://www.redd-monitor.org/2010/09/14/redd-projects-in-papua-new-guinea-legally-untenable/;

http://www.redd-monitor.org/2010/01/15/redd-and-violence-against-indigenous-leader-in-papua-new-guinea/ ;

http://www.redd-monitor.org/2009/09/29/more-bad-news-from-papua-new-guinea/ ;

http://www.redd-monitor.org/2009/09/11/more-questions-than-answers-on-carbon-trading-in-png/ ;

http://forestryanddevelopment.com/site/2011/03/04/kamula-doso-carbon-deal-terminated/",Yes,Conditional,the project's commercialisation of carbon credits will create a stable revenue stream to be shared amongst community members in an allocation scheme of their choosing.,ND,ND,ND,Yes,facilitating the tools and training to improve community structures and shelters | ,microenterprise,Proposed activities: entrepreneurial support for alternative livelihood development | ,ND,ND,ND,ND,ND,ND,ND,ND,Yes,infrastructure/housing improvement |  develop learning infrastructure | ,Yes
601,Ended,Milne Bay REDD+ Conservation Project,PNG Deforestation Project,Papua New Guinea,2020,58967,ND,2033,20,"The project aims at promoting sustainable natural
resource management and reducing greenhouse gas
emissions from deforestation and forest degradation
from logging and agricultural expansion.
Through this project. a robust local institutional
framework will be established to help land owners. including local communities. to manage forest and benefit from carbon funds. Activities include carbon monitoring. mapping assessment to monitor forest cover and the promotion of alternative and
efficient energy technologies.
The project is preventing logging and other destruction in the old growth forests by offering
the farmers financial incentive that would have
proceeded to deforest the area. Only a few area will be dedicated to selective logging.",climate,return on investment,social development,cattle grazing. charcoal production. energy wood. illegal logging. industrial agriculture or cattle ranching. industrial wood exploitation,humid,REDD,REDD,NA,no,NA,NA,NA,NA,no,ND,Milne bay province,private and communities,private and communities,ND,good data,ND,few data or bad quality,few data or bad quality,ND,ND,Non,Asia,Province : Milne bay,Not Applicable,2013-2022,,,24459491,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Gold Standard,in process,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"Controversies: http://www.redd-monitor.org/2014/09/17/the-strange-story-of-sovereign-green-global-australia-green-giant-venture-fund-astra-resources-and-a-redd-project-in-papua-new-guinea/;

http://www.sovereigngreenglobal.com/current-project (not accessible as of August 2020);

http://www.cdmbazaar.net/UserManagement/FileStorage/GR4XM5I8H6UK7S23AVEFYNCZ1LOWQ0","Controversies: http://www.redd-monitor.org/2014/09/17/the-strange-story-of-sovereign-green-global-australia-green-giant-venture-fund-astra-resources-and-a-redd-project-in-papua-new-guinea/;

http://www.sovereigngreenglobal.com/current-project (not accessible as of August 2020);

http://www.cdmbazaar.net/UserManagement/FileStorage/GR4XM5I8H6UK7S23AVEFYNCZ1LOWQ0",Yes,Conditional,50% of VERs given to forest owners (private and communities).,ND,ND,ND,Yes,Programs related to economic activities,fuel efficient stoves | sustainable mining activities,Promotion of alternative and efficient energy technologies (energy efficient wood fuel stoves. biogas energy. solar PV. green charcoal from agricultural residues).,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
207,Ended,Yurilamas REDD project,,Peru,2020,31019,ND,ND,40,The project supports sustainable forest management. agro-forestry. non timber activities and livelihood development in Yurilamas. San Martin Province by providing financing through carbon credits generated from forest protection and regeneration. The project creates a 40-yearincome stream that will directly enhance household livelihoods and natural resource management capacity.,return on investment,social development,non timber production,ND,ND,ARR|IFM,ARR,agroforestry,no,NA,NA,NA,NA,no,yes,San Martin Province. Coordinates for approx. center of San Martin province. not precise project location,ND,ND,ND,ND,ND,ND,few data or bad quality,-75.32845,-7.179033,Non,South America,Province : San Martin,ND,ND,,,ND,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://theredddesk.org/countries/initiatives/yurilamas-redd-project;
http://www.planet-action.org/web/85-project-detail.php?projectID=6664","http://theredddesk.org/countries/initiatives/yurilamas-redd-project (need to register. Aug 2023);
http://www.planet-action.org/web/85-project-detail.php?projectID=6664 (not accessible Aug 2023)",ND,ND,ND,ND,ND,ND,ND,ND,agroforestry | ecotourism | micro-credits,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
